Population,Stat Area,CU,Year,Original Escapement Estimate,Database Estimate,Recommended Estimate,# Surveys Used in Estimate,Survey Method,Analysis Reliability (Pre 2004),Annual Est. Method,Annual Est. Classification,Recommended Method,Recommended Classification,Peak Timing Covered? (Y/N) (Peak Time),QA Comments,Annual Est. Rationale,AUC Recalculation,# of Surveys,Survey Type,CCFN QA Comments
east_arm,6,hecate_strait_mainland,1999,300,300,A/P,,1,2,,,,,N (Oct B),"Only 1 inspection this year, done before peak. Rationale was not stated. Pink and chum were the target species, estimate likely just the amount of Coho seen on inspections before peak. Could be switched to A/P.","Escapement estimate from observations during peak spawning period for pink and chum, coho from observation in holding pools below and above falls.",,1,,
east_arm,6,hecate_strait_mainland,2000,425,425,A/P,,2,2,,,,,N (Oct B),"Only 1 inspection this year, done before peak. Rationale was not stated. Pink and chum were the target species, estimate likely just the amount of Coho seen on inspections before peak. Could be switched to A/P.",Escapement estimate from end of escapement period for pink & chum and for coho from observations of coho found holding in upper reaches.,,1,,
east_arm,6,hecate_strait_mainland,2001,1900,1900,1900,,1,2,,,,,Y (Oct B),"Four inspections were done this year, beginning of peak was seen. Estimate rationale was not stated. Estimate is likely valid.","Coho estimate from observations during enterance, start and the beginning of the peak spawning period.",,4,,
east_arm,6,hecate_strait_mainland,2002,600,600,600,,12,1,,,,,N (Oct B),"Four inspections were done this year, peak was not seen. Estimate rationale was not stated. Estimate is likely valid, but could be switched to A/P.",Coho estimate from observation of 95% of watershed above falls with coho holding deeper pools. Conducted capture and mark sample of coho fry.,,3,,
east_arm,6,hecate_strait_mainland,2003,800,800,A/P,,1,1,,,,,N (Oct B),"Two inspections were done this year, peak was not seen. Estimate rationale was not stated. Estimate could be switched to A/P.","Escapement estimate for pink and chum from observations at peak of spawning period, for coho from observations of holding fish throughout creek. Checked to falls near lake and found last of holding coho in the open meadow reach about 1.5km downstream of falls. Coho juvenile survey completed this year again.",,2,,
east_arm,6,hecate_strait_mainland,2004,650,650,650,3,,,,,,,Y (Oct B),"No estimate method or classification provided. Unsure what was originally used to calculate the escapement. Three inspections were done and peak was seen, estimate was likely expert opinion.  Original escapement assessment is likely valid.","Coho estimate from holding fish through lower half and from few near riffles, middle reaches.",,3,,
east_arm,6,hecate_strait_mainland,2005,NA,A/P,A/P,2,,,,6,,6,N (Oct B),"Escapement estimate is valid. Peak timing was not seen, Only 2 streamwalks conducted, not enough inforrmation to generate an escapement estimate.",Observed 180 coho holding below falls and found indication of coho passing falls. ,,2,,
east_arm,6,hecate_strait_mainland,2006,NA,A/P,A/P,3,,,,6,,6,N (Oct B),"Escapement estimate is valid. Peak timing was not seen, not enough information to generate an escapement estimate.","Coho highest inspection count was 220, spawning had not started at the time of the last inspection. ",,3,,
east_arm,6,hecate_strait_mainland,2007,NA,A/P,A/P,2,,,,6,,6,N (Oct B),"Escapement estimate is valid. Peak timing was not seen, Only 2 streamwalks conducted, not enough information to generate an escapement estimate.","Coho - highest count 13. Observation from arrival, start, peak and end for pinks and chums.
Inspection to lower reaches suggest a weak return of coho to this system. Late fall water too high to carry out inspection of upper reaches for coho.",,3,,
east_arm,6,hecate_strait_mainland,2008,500,500,500,4,,,5,4,5,4,N (Oct B),"4 inspections done this year, all 4 used in estimate. Estimate was done by expert opinion, mainly based on the last inspection where 470 coho were seen. Peak was not seen, but the inspection used was done relatively close. Original estimate is likely valid.",The estimate for coho is mainly based on the last inspection (to the head waters at 9320 meters) of the system for a count of 470 scattered and holding throughout at the time. There was one section above the cascades at 9320 which was not inspected (has 3 or 4 holding sites) however checked the last holding site below this last passable cascade and saw only 1 coho.  Estimate few if any coho in section not inspected because of the poor return this year. In years of high abundance have found as many as a hundred above the last cascades. The estimate is considered to be for the total system.,,4,,
east_arm,6,hecate_strait_mainland,2009,1500,1500,1500,2,,,5,4,5,4,Y (Oct B),"Estimate method was an expert opinion, with a classification of 4. 6 inspections were done but only 2 were used to create estimate. Peak was seen however,  original escapement estimate is likely valid.","Coho estimate based on the  last two inspections, one count before spawning and one near the peak. Estimate is for the area inspected (to 8km), coho can get to 9320 meters. The estimate likely represents over 95% of the coho spawning. 
",,6,,
east_arm,6,hecate_strait_mainland,2010,NA,A/P,A/P,3,,,5,6,5,6,N (Oct B),"Escapement estimate is valid. Peak timing was not seen, not enough inofrmation to generate an escapement estimate.",Found coho on each inspection except the last one in October. During late September inspection found an estimated  675 coho holding over shallows off creek mouth and through estuary channel to pool above falls. ,,4,,
east_arm,6,hecate_strait_mainland,2011,770,770,770,5,,,5,3,5,3,Y (Oct B),"Estimate method was an expert opinion, with a classification of 3. 10 inspections were done but only 5 were used to create estimate. Peak was seen however,  original escapement estimate is likely valid.","Coho - Based on four counts between August 24th and Nov 4. Highest individual count was 575.
",,10,,
east_arm,6,hecate_strait_mainland,2012,425,425,425,4,,,3,3,3,3,Y (Oct B),"Estimate method was an AUC, the only one for East Arm Creek, with a classification of 4. AUC recalculation was done (Sheet 2). Observer efficiency and residency time were found from the estimate rationale. An escapement of 434 was calculated, 9 more than the Original AUC. This is likely due to the original leaving out the 2nd walk, where 38 Coho were seen. Visibility was moderate on this inspection, and countability was fair. It makes sense to leave out this walk, so original assessment is valid. However if leaving it out is an inappropriate practice, then estimate should be switched to the newly recalculated 434.","Coho -  Observations in stream during arrival and start of spawning period for Coho combined. An AUC calculation was done using the observations with a 90% Observer Efficiency and a 65 day Residency Time resulting in the estimate of 425. 
",434,5,,
east_arm,6,hecate_strait_mainland,2013,586,,A/P,,,,,,,6,,"No SILs or SENs available, estimate should be switched to A/P.",,,,,
east_arm,6,hecate_strait_mainland,2014,NA,N/I,N/I,,,,,6,,6,N (Oct B),"Coho were not inspected in 2014, original assessment is valid.",,,4,,
east_arm,6,hecate_strait_mainland,2015,350,350,350,2,,,5,5,1,5,Y (Oct B),"5 inspections done this year, with only 1 peak count being used for the estimate. Estimate stated was meant to be a minimum observed estimate. Estimate is likely valid, however an estimate method of 1 may be more appropriate, given that it was derived from a peak count.",One coho inspection was completed of the entire river on October 15. The count from this inspections was used as the 2015 annual escapement. The October 15 inspection would be close to having the majority to coho in the river holding in pools. Recording the minimum number of coho observed was preferred over stating Adults Present.,,5,,
east_arm,6,hecate_strait_mainland,2016,550,550,A/P,2,,,1,5,1,6,N (Oct B),"Original escapement estimate was peak live plus dead. However peak was not actually seen and the estimate stated was meant to be a minimum observed estimate. Recorded dead numbers are not available, highest live recorded was 546. Original escapement assessment could be switched to A/P.",The coho annual escapement is the actual count from October 11 when the entire system was inspected. Recording a minimum observed escapement was choosen over stating A/P.,,2,,
east_arm,6,hecate_strait_mainland,2017,NA,A/P,A/P,,,,,6,,6,N (Oct B),"Escapement estimate is valid. Peak timing was not seen, not enough inofrmation to generate an escapement estimate.",,,3,,
east_arm,6,hecate_strait_mainland,2018,95,95,95,2,,,5,5,1,5,Y (Oct B),"Estimate method was an expert opinion, with a classification of 5. Escapement was the actual number of coho observed on October 20.  Estimate stated was meant to be a minimum observed estimate, but it was a low resolution peak count. An estimate method of 1 may have been more appropriate. Original escapement assessment is likely valid.",The coho final escapement was the actual number of coho observed on October 20. Normally the majority of coho would be in the stream holding in pools by this date. Recording the minimum observed escapement was preferred over stating AP.,,4,,
east_arm,6,hecate_strait_mainland,2019,NA,,,,,,,,,,N (Oct B),No data available for 2019.,,,3,,
east_arm,6,hecate_strait_mainland,2020,NA,A/P,N/I,,,,,6,,6,N (Oct B),"Orignial estimate is valid, could be switched to N/I as the rationale stated that coho were not inspected this season.","No coho inspections were completed this season, coho recorded on SIL's were observed in the lower river.
",,3,,
east_arm,6,hecate_strait_mainland,2021,A/P,A/P,A/P,,,,,6,,6,N (Oct B),"No rationale stated, peak timing was missed. Original estimate of A/P is valid.",,,4,,
east_arm,6,hecate_strait_mainland,2022,A/P,A/P,A/P,,,,,6,,6,N (Oct B),"No rationale stated, peak timing was missed. Original estimate of A/P is valid.",,,2,,
east_arm,6,hecate_strait_mainland,2023,A/P,A/P,A/P,,,,,6,,6,N (Oct B),"No rationale stated, peak timing was missed. Original estimate of A/P is valid.",,,3,,
east_arm,6,hecate_strait_mainland,2024,,,,,,,,,,,,No data available for 2024.,,,,,
elcho,8,northern_coastal,1980,500,500,A/P,UNK,Plane / Helicopter / Walk,,,,,,N (NOV),"Coho were observed in 1/6 SILs (13 Sep) where 38 coho were observed. Though the comments on this SIL indicate the estimated total escapement to date as 500 (matches provided annual estimate), it is unclear how this estimate was generated. A numerical estimate, let alone one of this magnitude, does not seem appropriate due to the single observation and incomplete survey coverage of run timing. The SEN indicates peak timing as NOV. The last survey was conducted on 13 Sep, it is unlikely that peak was captured during the survey period. Recommend changing annual estimate to A/P.",,,6,,
elcho,8,northern_coastal,1981,200,200,A/P,UNK,,,,,,,N (NOV),"Coho were observed in 2/9 SILs (Sep 15, 21) where 35 coho were observed in each. It is unclear how the annual estimate (200) was generated. A numerical estimate, let alone one of this magnitude, does not seem appropriate due to the single observation (likely same fish) and incomplete survey coverage of run timing. The SEN indicates peak timing as NOV. The last survey was conducted on 21 Sep, it is unlikely that peak was captured during the survey period. Recommend changing annual estimate to A/P.",,,9,,
